"";"F1"
"685";-1,92268890184675
"686";0,648188361206657
"687";1,46230508603151
"688";-1,00985158611754
"689";-0,532974086846298
"690";-0,998482255329442
"691";0,229793130662186
"692";-0,945593832281438
"693";-1,13165296144955
"694";0,411011217365851
"695";-0,166344437298142
"696";-0,854215862102972
"697";0,752434362542777
"698";0,605593796955602
"699";0,182179985559015
"700";-1,23551299274005
"701";-0,212393407833206
"702";0,458785591251613
"703";-1,12475605110862
"704";-1,89433631830965
"705";0,0766735999977658
"706";-1,6442569840462
"707";0,448756604682972
"708";-0,592524807240206
"709";1,1538042021889
"710";-0,90136113834162
"711";-0,222481335605629
"712";1,59467786762515
"713";0,0834018973319234
"714";1,00258112386968
"715";-0,195512038312233
"716";-0,826561575524234
"717";0,486864580033318
"718";0,624344768735761
"719";-0,176992343616598
"720";-1,11458135047391
"721";-0,572624558951449
"722";0,229834033414551
"723";-0,751399492807904
"724";1,44682084881989
"725";0,365004447330836
"726";0,29364731107655
"727";0,74740654651138
"728";-0,00980964669763861
"729";2,05203950420423
"730";-1,25711840452246
"731";-1,7654446802569
"732";-0,983895766658585
"733";-0,237286687474715
"734";-0,92120509027563
"735";2,05203950420423
"736";-0,142648610343898
"737";0,585338388772672
"738";-0,18426922470696
"739";0,643576162981864
"740";-0,549823701653901
"741";1,16121067937186
"742";-0,0561216018362626
"743";-0,33504077325493
"744";0,0721752037069197
"745";0,376959965363426
"746";1,39876907661497
"747";2,05203950420423
"748";0,719163497058871
"749";0,263038153430599
"750";-0,333358531648531
"751";-0,90345968066362
"752";0,306263209159775
"753";-0,854215862102972
"754";-0,292382775119961
"755";0,861914581979915
"756";-0,552038607446557
"757";-1,07502422974363
"758";0,90673820378068
"759";0,127711361796953
"760";-1,42023856852576
"761";0,115386691998551
"762";0,896743092226499
"763";-1,81370264440836
"764";-0,601881520286653
"765";-0,567958284309472
"766";-0,841954629387808
"767";-0,592645964058531
"768";0,946399998160807
"769";-0,595705259057673
"770";-1,62113377946777
"771";1,72193033568128
"772";0,762896663828856
"773";0,319235803033925
"774";0,911995557740741
"775";0,978978775580138
"776";0,520379504088276
"777";0,958622051627571
"778";1,54686794239982
"779";-1,02070450154378
"780";0,0159621132175808
"781";-1,00820076202777
"782";1,10680028485661
"783";-0,620353089653997
"784";-0,967092686123532
"785";0,106568442195856
"786";-0,802175479316388
"787";2,05203950420423
"788";-0,77614480068014
"789";-0,508976104144593
"790";0,541747264411097
"791";-1,00426834187426
"792";0,445978388748035
"793";-0,760357634251528
"794";1,36135859963275
"795";-0,679022964004966
"796";0,351209251100903
"797";-0,238021970065486
"798";1,16765375479138
"799";0,211711216326566
"800";-0,0338835580061806
"801";0,461621783011346
"802";0,589444145462144
"803";-0,0785522776540929
"804";0,276824717057732
"805";-0,486419990855772
"806";-1,12475605110862
"807";-0,136780817348107
"808";0,256839381319016
"809";-1,06740849369074
"810";-0,456952056775737
"811";-1,16559318931453
"812";-0,145424950158864
"813";-0,120929972818946
"814";-0,626023016856553
"815";-1,41186926700849
"816";0,77697054418018
"817";-1,11151495628304
"818";-0,734555767333488
"819";-0,308598429591137
"820";-0,379832477371065
"821";-0,587924708446618
"822";-0,13305447696844
"823";-0,303504851035548
"824";0,619082473918118
"825";-0,710589380737812
"826";-0,198233645903129
"827";0,727972469036387
"828";-0,581335413848835
"829";0,122696150611974
"830";-0,472594231818809
"831";-1,78533952123265
"832";-1,31179597863599
"833";-1,67980399320652
"834";-0,881288576394223
"835";-0,658080867770942
"836";-0,0857524606581516
"837";2,05203950420423
"838";-1,45579249998433
"839";0,446954310366838
"840";1,72193033568128
"841";1,35982038641453
"842";-0,130625809000944
"843";-0,0162386739872154
"844";-0,426098873185694
"845";-0,0641585331741149
"846";-1,1655486831253
"847";-0,396340144343516
"848";0,544770012253646
"849";-1,93437483556728
"850";2,05203950420423
"851";-0,0679903625046395
"852";0,352899078365817
"853";0,302101341992747
"854";-0,126605528451679
"855";-0,750038103540175
"856";0,630867024822427
"857";1,07936083571331
"858";-0,829073960833227
"859";1,0943058550758
"860";-0,660814813752882
"861";0,255700617914704
"862";-0,958981828897402
"863";0,224938242065045
"864";-1,60630476141174
"865";0,128878623008825
"866";0,938430521613237
"867";1,13242474291958
"868";-1,23199096217815
"869";1,59467786762515
"870";-0,755929674202073
"871";-0,747182941533889
"872";-0,300720712629516
"873";0,662407735394525
"874";-0,713005766234152
"875";0,134625514466453
"876";0,321349687284926
"877";0,772290044700461
"878";0,648371155163812
"879";-1,16559318931453
"880";-1,28867126822957
"881";0,938430521613237
"882";1,00117233935395
"883";0,246941287954646
"884";-0,412593364361989
"885";1,11362177994761
"886";-0,297738376141475
"887";-1,94269932531044
"888";-0,449127460723169
"889";0,42437784291912
"890";0,447287057518705
"891";-1,18363878036205
"892";-0,385162162834971
"893";-0,564319415176722
"894";0,124884674969061
"895";-0,889224087485909
"896";-0,291562695361605
"897";-0,442343486848833
"898";-0,334749928044504
"899";0,503721007950761
"900";0,024708719399613
"901";0,789375150922119
"902";0,103129256642171
"903";-0,182470638641229
"904";-1,59111869143912
"905";0,208633352947252
"906";-0,121509253616444
"907";0,307982139118744
"908";1,45413152100657
"909";0,685532677359294
"910";1,2021632986808
"911";0,930577781093926
"912";-0,39878138453039
"913";1,72193033568128
"914";-1,11109689516784
"915";1,00117233935395
"916";-0,465822284879913
"917";1,72193033568128
"918";-1,69630859284304
"919";0,193750629863279
"920";0,934743421952849
"921";-1,54195877248708
"922";-1,08489277038235
"923";-0,458154527281647
"924";0,452934696310277
"925";-0,508976104144593
"926";0,443255970754617
"927";1,12172512550382
"928";0,769279477290958
"929";-0,826478528108321
"930";-0,260437005566359
"931";-0,79872020302204
"932";0,399211327679715
"933";0,176313821359504
"934";-1,0048827350826
"935";0,664964484756772
"936";-0,114654465886105
"937";1,16765375479138
"938";1,41955012986651
"939";-0,0428235074483389
"940";0,807595984839487
"941";-1,67903721104007
"942";2,05203950420423
"943";-0,718918893964839
"944";-2,27164583071736
"945";-0,901651809731639
"946";1,13242474291958
"947";-0,046599199178923
"948";1,72193033568128
"949";0,960752213300836
"950";-1,31176863857284
"951";-0,194799949138045
"952";1,51484556859937
"953";1,15786122314238
"954";-1,28089279030352
"955";-0,0895672133660209
"956";1,13242474291958
"957";-0,633380216805823
"958";-0,0246178978487522
"959";-0,241109125275896
"960";1,72193033568128
"961";-1,52293595756814
"962";0,996746019364919
"963";1,51763684184839
"964";-0,320780255404672
"965";1,10268042146062
"966";-0,757707637757408
"967";-0,474412876722006
"968";-0,145424950158864
"969";-1,44208488307402
"970";-1,12475605110862
"971";0,903987473215618
"972";-0,50699238243122
"973";-0,508976104144593
"974";0,716423494105636
"975";0,647513118758366
"976";-1,12470430500244
"977";-0,372583936842841
"978";0,131025808594038
"979";0,0505923659796975
"980";-0,96482966988328
"981";-0,801047205203443
"982";-0,409125422050731
"983";0,157089336900785
"984";-0,103223456321107
"985";-0,134724251432453
"986";0,484160368188298
"987";-1,2693784515198
"988";-0,372970881566896
"989";-0,753386115209005
"990";0,140080165102804
"991";-1,27976455472042
"992";-0,971329197779097
"993";0,195487981460701
"994";-1,60630476141174
"995";-0,493548941027092
"996";-0,854143566571404
"997";-0,252379026437918
"998";-0,617410731226185
"999";1,51763684184839
"1000";-0,0101126417619126
"1001";0,697914472744998
"1002";0,0512302000752326
"1003";0,418361892555833
"1004";0,113633280015648
"1005";0,05043842446892
"1006";-0,805300496638384
"1007";-0,261558960752322
"1008";-1,47884952864307
"1009";-0,60387009581055
"1010";0,891714570528348
"1011";0,13315570043238
"1012";-0,211419824055668
"1013";0,992369690150259
"1014";0,527046200818603
"1015";-1,15724498031736
"1016";0,695254178805657
"1017";0,422943429721294
"1018";-0,210578246450434
"1019";-0,174630678530674
"1020";-0,597530574998013
"1021";-1,13904181415096
"1022";-0,177432346823784
