"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20"
"14";0,966259740675579;0,0551669043919999;0,0178158084840246;0,999776396196258;0,478882720393267;0,0996875494200626;0,179924138728342;0,9862363468451;0,00134296897068241;0,830539682516389;0,400179195846357;0,852766749934426;0,250865516273204;0,854091438147902;0,330319632294758;0,233518028044884;0,20007878755322;0,0982614870586737;0,690960055576354;0,209259249716125
"15";0,992400582896738;0,18847852999905;0,0799604804217535;0,999951351256317;0,800727947080517;0,275429532364216;0,475119123051137;0,996076025129566;0,00566251612960508;0,948857253060595;0,69607998634104;0,961571260423056;0,605605404954407;0,946672487403757;0,686663033792206;0,522470210326876;0,430648071423057;0,239547657597132;0,906804401473893;0,513006107121615
"16";0,283421005404339;0,00118428877936107;0,000217808726164531;0,983701115158582;0,0140853388797599;0,00339564076755856;0,00400274778579479;0,668649908309324;2,28853208624494e-05;0,102705666629825;0,0201187519573151;0,0852260370306255;0,00453222277186813;0,203573607341871;0,00727776016083985;0,00818830450351856;0,0108903432474053;0,00541777200145567;0,0340301767693367;0,00533458986847266
"17";0,918407471110703;0,0243537570359894;0,00686799384276175;0,99942844730418;0,270410316952021;0,0492737157776087;0,0840063142167263;0,970499545178971;0,000552874737828906;0,683559002855654;0,237971852261341;0,701798511236363;0,115959358298543;0,747296845869592;0,164575685730096;0,12180941995114;0,112359805926521;0,0536558231810009;0,474899982924277;0,101597012925404
"18";0,858921012513956;0,0140686765959709;0,00365286392004784;0,998940344122362;0,169369874605063;0,0304894109895208;0,0491192360957317;0,95171345624123;0,00030821545892767;0,557499015568563;0,159307009207819;0,565425107168158;0,066108485106162;0,653599185727641;0,0972131101029755;0,076334537037697;0,0748094269417904;0,0355725483995783;0,332673793487389;0,0607043017779564
"19";0,880694897649389;0,0167196290573102;0,00445337691916232;0,999126781224649;0,197379182180492;0,035475711694767;0,0582402573751274;0,958581362378436;0,000370188138209956;0,598700329469043;0,181417588119539;0,610406263789363;0,0790965054667087;0,684769016552276;0,115146831099734;0,0885975719425963;0,0851349171256423;0,0404978350923577;0,375339718269413;0,0715114759062998
"20";0,98107075219013;0,0910524240850428;0,0323847331393612;0,999876824519667;0,620642855512011;0,152066902190209;0,27632111568329;0,991560529677387;0,0023587516437936;0,891860073996615;0,519362208631752;0,911213655320239;0,377862468625836;0,900320946565966;0,469111133733706;0,334317036755478;0,278246171167806;0,141645981046849;0,798918665399004;0,312313839628139
"21";0,996820838395558;0,340092703406668;0,176765891716848;0,999979832460505;0,904004682297207;0,436540877629581;0,672283617108994;0,998105452720343;0,0129321212243432;0,975614689605907;0,823568504543731;0,983117941402262;0,787176078155118;0,971166148179257;0,838274875024014;0,695926737770138;0,588942376297249;0,367635938323817;0,957878648208539;0,700460986665472
"22";0,961855897862527;0,0494331581117875;0,015656467552392;0,999745888582042;0,448125043661151;0,090780424869888;0,163048600193618;0,984719654257276;0,00119004832666514;0,814242978220624;0,375625569993218;0,83668281715645;0,227634688198324;0,84211056141968;0,303263360095475;0,214877623169106;0,185638219616055;0,0906506492526428;0,664024420354268;0,190733961509994
"23";0,741606550900582;0,00714652515545368;0,00168359901445911;0,997745813790861;0,0893715674901288;0,016778358408968;0,0249511459485809;0,913268733213413;0,000150747829384294;0,394424677815116;0,0932393602426888;0,386502313007069;0,0322067514532978;0,521244273353191;0,0489060727976239;0,0420119995099979;0,0446376220644517;0,0213299215350843;0,193880089466556;0,031560164612927
"24";0,836130859578391;0,0120047678510587;0,00304566331988709;0,998734683130179;0,146557952300588;0,026519278510571;0,0419617352488761;0,944478443576982;0,000260556774386527;0,519002578124455;0,141003114369663;0,523197881212502;0,0559695311040572;0,623807438205909;0,0830056195044099;0,0664799587680626;0,0663671262419764;0,0315678290390162;0,295812243304545;0,0521566779257425
"25";0,985178659194054;0,111606717921488;0,0414786692638268;0,999904082474356;0,67573018304274;0,180020028994794;0,325112710535822;0,993130555964002;0,00298675461220863;0,911184035805584;0,569485216217135;0,928806881995278;0,438094282321976;0,915500786767665;0,530173356968814;0,38247209660818;0,316108945778215;0,164158124620223;0,834893045019562;0,36290257255753
"26";0,978079399164438;0,080383993940418;0,0278736136110256;0,999856811359062;0,585803923240446;0,137023620961108;0,24923811535405;0,990448958994353;0,00204618539018315;0,878519454178345;0,488936367819824;0,898812966848713;0,343225636488923;0,89005313175056;0,432681753216177;0,306842557699137;0,256849442496012;0,129378138173045;0,774585472451915;0,28380123619524
"27";0,999198022584738;0,643958764790243;0,471596686589687;0,999994961841921;0,972987449901045;0,70398581622614;0,881553470615037;0,999399408085624;0,0464138358433948;0,992604878856591;0,934761737961237;0,995481438920248;0,936595710571622;0,989289360754201;0,952640562197893;0,879795296904648;0,796701857285059;0,604168512704569;0,988585349009573;0,89144749581696
"28";0,987440728461735;0,127678096964713;0,0489469303081818;0,999918979375817;0,710431122809582;0,201053855778838;0,360419554344209;0,99402242414165;0,00350217662612089;0,922405170171176;0,602582762909998;0,938798515226114;0,47991535028273;0,924526302755373;0,570983379162751;0,416394156148057;0,343156630157539;0,180917634148743;0,856121718236815;0,398930784556526
"29";0,998732036967791;0,543717162874398;0,357266879490338;0,999992011191135;0,958440958894194;0,620950445023892;0,82905010591676;0,99912002626102;0,0305068203491108;0,988982713391565;0,908002832319646;0,992985977935005;0,903129045926689;0,985086471290995;0,927625841428957;0,832592738455937;0,737183169573388;0,525491724008785;0,982310522808889;0,843977412799674
"30";0,9191240672284;0,0245622189983445;0,0069359510281863;0,99943393467585;0,272256135891127;0,0496406427511446;0,0846989909016244;0,970727835359548;0,000557944521303376;0,685378242096069;0,239390098185208;0,703732695755473;0,116950892414143;0,74862030689663;0,16587726392728;0,122677488730308;0,113060087509771;0,0539979277022715;0,477221110583092;0,102397679539891
"31";0,12444562592885;0,000466994138395837;7,57124092006932e-05;0,955694167098041;0,00525358669607632;0,00148059447998709;0,00154265433829771;0,462305981594992;8,645041059072e-06;0,0445571521093957;0,00885635874802995;0,0335573141019122;0,00162732930186941;0,107894581507817;0,00267396007129839;0,00347328822827833;0,00519251943757717;0,00265502046353366;0,012896496316655;0,00210785380741118
"32";0,998608494785523;0,522634370327026;0,335507028141085;0,999991227370673;0,954681758862183;0,602981381489296;0,816370979297928;0,999049081035871;0,0279937448775094;0,988056277998194;0,901482877736795;0,992332150329543;0,8946407490625;0,984052676803757;0,921237218792574;0,821371958258284;0,723818339040681;0,509229667594702;0,980672409163609;0,832488055872927
"33";0,999737346566314;0,833249492498141;0,738749275563938;0,999998360666329;0,990714586779153;0,854980002055065;0,95479818733121;0,999763177031829;0,123433586164714;0,997211050518;0,972617189667726;0,998456345603826;0,978407917565151;0,995238071694665;0,983683254554704;0,949381757802938;0,898465582618145;0,769267639270245;0,996103567163772;0,95780669424355
"34";0,957937843647189;0,0452552104090103;0,0141154056761005;0,999718495362651;0,423775764267533;0,0841735528684807;0,150477650595155;0,983388001325349;0,00108027116533781;0,800345583195013;0,35641502838758;0,822812253924645;0,210162184600862;0,831953822883154;0,282535585858926;0,200752534610455;0,174668975044054;0,0849451657283687;0,64165542276584;0,176828350309765
"35";0,984277772237598;0,106313662720881;0,0390871699738029;0,999898127165181;0,662834662022256;0,172941255789374;0,312954116710436;0,992781238604511;0,00282173746769452;0,906836577028125;0,557504579316072;0,924889629241131;0,423348612174899;0,912049053010066;0,515481349096764;0,370619698911833;0,306738072607277;0,158486632384329;0,826730726872298;0,350385722205571
"36";0,260148349861221;0,00106418665745965;0,000192898112426971;0,981692260584797;0,012582005124437;0,00308690293995328;0,00358770593341867;0,646574717309338;2,04624711902344e-05;0,0935764731817854;0,0183175142699807;0,0767870219907666;0,00402950440526361;0,189982179626004;0,00648824568304465;0,00742129754702229;0,010003891737563;0,00499186019484727;0,0304747887904349;0,00479535041714335
"37";0,999857774766772;0,897259994172957;0,841980111998135;0,999999115323141;0,994865192410707;0,906613380216425;0,97400334474065;0,99985798264978;0,201541819632487;0,998370052252604;0,983189900432915;0,999145174851421;0,988218737405611;0,996954212911399;0,991005782259754;0,969185563068047;0,932626628118299;0,836638045454888;0,99784638208333;0,97542114630239
"38";0,718121918765264;0,00641679375287617;0,00148894932243525;0,997459629700362;0,0803789984554427;0,0152528151970575;0,0223816074197937;0,905070077828852;0,000134594347234031;0,369746977431297;0,0853655436943049;0,359630866450855;0,0286801638316241;0,499473010544692;0,0437369767111042;0,0381514388180475;0,0410744873128462;0,0196572313825842;0,176463250494506;0,028407339035712
"39";0,992218063694107;0,185172118184302;0,0781622912295755;0,999950167358483;0,796991127158972;0,271566308541274;0,469551193931936;0,995997320014959;0,00553584667726094;0,947829337816494;0,691951264770898;0,960709790302906;0,599857508571245;0,945782687791732;0,681583159748109;0,517440024091269;0,426376404959495;0,236512790670661;0,904826772208979;0,507564550687172
"40";0,991250897663776;0,16949951567598;0,0698136058757878;0,999943884253293;0,77777347334454;0,252992912865344;0,442190229857311;0,995584957750642;0,00495041914146408;0,94246055172328;0,671116098628885;0,956176872365279;0,571094271633517;0,941179516732037;0,655873957471028;0,492565348996928;0,405452238743795;0,221916432286682;0,894500495126033;0,480689015429799
"41";0,995952053078687;0,292449385781022;0,143221415142386;0,999974265588815;0,881506427848087;0,388810118056478;0,620590820289665;0,997682064119895;0,0102958548363941;0,970007789324089;0,793083944133273;0,978765099772445;0,743575008840877;0,965764616242363;0,803314463369892;0,651053835611309;0,545564000199952;0,329156397237224;0,947308197293645;0,652204491848492
"42";0,999987794585333;0,98789234335228;0,985353521256955;0,999999925078949;0,999526243262197;0,986200439464445;0,997314426007186;0,999981661553821;0,72296612092349;0,999810701235912;0,9976826711041;0,999919887170801;0,998987237946033;0,99949300247484;0,99918841159674;0,996000668394146;0,988093551995287;0,966151764556504;0,999800307591148;0,997313243372108
"43";0,995612397285505;0,277449669925204;0,133271035438415;0,999972084735599;0,873038537442814;0,373298180599913;0,602640228978893;0,997520723995403;0,00954040578550694;0,967872192891013;0,782082044816536;0,977081195815452;0,727786782707506;0,963753643322083;0,790445494703859;0,635409783143804;0,530898412683775;0,316779517727845;0,943253477947527;0,635312320589566
"44";0,980759022693803;0,0898061026873288;0,0318502228565255;0,999874745365517;0,616823269553982;0,150329670679584;0,273221720723042;0,991443572472721;0,00232177000543143;0,890443004481424;0,515982403323867;0,909905822886099;0,373941662345368;0,899222931047073;0,465037310519727;0,331201774377961;0,275813859580551;0,14023547456249;0,796313413109523;0,309067046562079
"45";0,956352627224368;0,0437596318482121;0,013570626033873;0,999707344774433;0,414625816387652;0,0817828670542235;0,145920576767786;0,982853375904835;0,00104131579892295;0,794871887081417;0,349240961484708;0,817312334160088;0,203795233728448;0,827965590052698;0,27489901441519;0,195577965469805;0,170642520444478;0,0828667672618008;0,632996880379199;0,171764276260082
"46";0,953505215618974;0,0413078015252088;0,0126855915874378;0,999687217620365;0,399098155127921;0,077832759695366;0,138384099180148;0,981898463008313;0,000977846173956261;0,785242943832954;0,337115797772404;0,80758916245261;0,193229257938035;0,820963340161325;0,26212527318613;0,186953643075394;0,163920051539202;0,0794152849303525;0,617972916471382;0,163361435400735
"47";0,997581806831627;0,398140189209181;0,221817705832007;0,999984693880416;0,924791961419748;0,491955621428515;0,726075044035808;0,998492191719271;0,0167240143316694;0,980730803120398;0,853677468753089;0,986991647153387;0,829678835963334;0,976282904701911;0,871591557344691;0,742528498724874;0,636380523856203;0,413278979147991;0,967393134791596;0,750125902218049
"48";0,978683732468901;0,0823271921161285;0,0286843667753503;0,999860865623302;0,592528938052224;0,139793564509813;0,254265608522959;0,990671676713741;0,00210244611698002;0,881169584030948;0,494741685814513;0,901291805139828;0,349719218917136;0,89208109108643;0,439588141250763;0,311987084473431;0,260847329197888;0,131646615941972;0,779384228303995;0,289118626660269
"49";0,996955046694161;0,348983664669464;0,183361562829249;0,999980690882979;0,907594034056826;0,445210751240573;0,681124667248333;0,99817244424209;0,0134681501733333;0,976501638616752;0,828620983642068;0,983796692285408;0,794360380632086;0,97203895192265;0,843957379578993;0,703585848834749;0,596559445026562;0,374700824887731;0,959538488725398;0,708660201886383
"50";0,987557471371974;0,128639641488893;0,0494035345550147;0,999919745975564;0,71231916699493;0,202291597449341;0,362458308207928;0,994069084843712;0,00353371202463166;0,922996935799285;0,604422303817045;0,939320441011696;0,482284887100194;0,925007391377118;0,573258761285647;0,418331871230608;0,34471292228422;0,181900145572023;0,857247078068078;0,400997150135522
"51";0,740307220016236;0,00710294917295337;0,0016718907974773;0,997730455164445;0,0888373138438874;0,0166878165763093;0,024797775743463;0,912820702963448;0,000149780373688175;0,393007006075484;0,0927751548247054;0,38495544371403;0,0319956482709717;0,520008938098394;0,0485975201644895;0,0417830300506264;0,0444275533181359;0,0212312813078524;0,192856705199214;0,0313723332844446
"52";0,811940575835043;0,0103293452934166;0,00256434878551289;0,998503645345104;0,127384314206768;0,0232300966025399;0,0361185585337205;0,936707736974534;0,000222284392352686;0,482380152976689;0,125343225665933;0,482946023528104;0,0477425986253246;0,59474040398449;0,0713339217141739;0,0582598157372847;0,0592054446359268;0,0281840956685441;0,26323408879492;0,0451301314558398
"53";0,93168939469389;0,0288696312791815;0,00836170082678696;0,999528744887949;0,308782089258138;0,0571229603450101;0,0988783549757357;0,974753199694538;0,000663604929104005;0,718826912294214;0,267424349112099;0,739056656660597;0,137225464000173;0,772882203343268;0,192191923192427;0,140203585797759;0,127104104945375;0,0609011248184611;0,52139597070436;0,118702929446748
"54";0,914384264380449;0,0232436029880764;0,00650778915213954;0,999397475646569;0,26045374633588;0,0473116499487645;0,0803075530887163;0,969219880721904;0,000525945740357472;0,673508679386243;0,230316360866782;0,691091084329772;0,110663904029347;0,73997599101276;0,157600567305502;0,117154066457088;0,108595839555056;0,0518203479861557;0,46222469863583;0,0973148074909469
"55";0,987578773038272;0,128816720319883;0,049487742894504;0,999919885830697;0,712664760108389;0,202519296681805;0,362832889356318;0,994077606079455;0,00353952832315854;0,923105054292378;0,604759477007344;0,939415743267082;0,482719704860836;0,925095348029432;0,573675881783873;0,418687650613441;0,344998811169421;0,182080852240007;0,857452744463158;0,401376641561224
"56";0,929421521005183;0,0279875669361246;0,00806648077814884;0,999511828088199;0,301546064771616;0,05560554269357;0,0959955210161749;0,974023097843101;0,000641829693330456;0,712561702319052;0,261872198474931;0,732476422886604;0,133107932083019;0,768345961313455;0,186893108065595;0,136676434172069;0,124291166586695;0,0595118464243947;0,51290189549591;0,115400631496216
"57";0,940448823829458;0,0328538645427776;0,00971493703837136;0,999593292643962;0,340002104156737;0,063890212375003;0,111765806292753;0,977592157402513;0,000762822905168949;0,7440744711275;0,291404985270137;0,765386100814057;0,155591308046181;0,791144887631919;0,215555717174944;0,155764570084685;0,139445575849473;0,0670373466996371;0,556683104159892;0,133390041102913
"58";0,993654085091152;0,215050631329004;0,0948812238171596;0,999959465994832;0,827406187615367;0,305830733700429;0,517479465374996;0,996625197971995;0,0067225800490534;0,956055660961008;0,726365282227403;0,967542351611821;0,648183682290891;0,952989280570084;0,723717128639938;0,56042642169977;0,463360525693033;0,26343987785467;0,920646382852417;0,554112885325338
"59";0,9999646397337;0,968743296997043;0,957318466722483;0,999999781703792;0,99866836645038;0,967844707270011;0,992779516667099;0,999955489945788;0,4868442391748;0,999518803611351;0,99451542805999;0,999776557526554;0,99706007761887;0,998897099914095;0,997694633960456;0,990256049604604;0,974491532095274;0,931325711908042;0,999440294360235;0,992954247642916
"60";0,88473802016357;0,0173140690065758;0,00463580666781196;0,999160375992092;0,20346474864048;0,0365782767663518;0,0602737371341762;0,959854900737946;0,000384194710824975;0,606904369363231;0,186180270728905;0,619325558447941;0,0819993683947684;0,690900760724592;0,119116189657906;0,0912911645082359;0,0873798707947204;0,0415730412085312;0,384256140342428;0,073908788588979
"61";0,897207479590642;0,0194198829322012;0,0052900864256375;0,999262048183772;0,224463831902232;0,0404427630669539;0,0674412808312052;0,963784944199735;0,000434121345015044;0,633450101940504;0,20252712233943;0,648078258183614;0,0922451388530052;0,710596868149881;0,133017470124814;0,100678873764185;0,095147369558602;0,0453061518634677;0,414113555233733;0,0823258459897169
"62";0,995667883033853;0,27978751093027;0,134803085003478;0,999972441161979;0,874409824704369;0,375732316214208;0,605495780448101;0,99754693740577;0,00965598916833845;0,968219085985473;0,783847747662594;0,977355630611865;0,730320989741582;0,964078723557401;0,792518901192664;0,63790126104644;0,533219414035821;0,318718156341105;0,943912985043494;0,638004391844489
"63";0,999923676474453;0,938980460817001;0,910180246489268;0,999999526856445;0,997190269938003;0,941530827631746;0,985297024142185;0,999915471805252;0,313340939486914;0,999055310489815;0,989797295537595;0,999530837918773;0,993657836671483;0,998065766058344;0,995101736129743;0,981530460460885;0,956133595368511;0,887846394676979;0,998820857229022;0,98590489433821
"64";0,998731451177664;0,543612755546706;0,357157226496441;0,999992007475945;0,958423043267993;0,620861952553344;0,828988875064542;0,999119687243632;0,0304938119023466;0,98897829161009;0,907971423654849;0,992982870884046;0,903088429608066;0,98508150260432;0,927595319092685;0,832538416876614;0,737117817020961;0,525411045695745;0,982302732272712;0,843921960243516
"65";0,99234135704461;0,187392110223388;0,0793682115968401;0,99995096715607;0,799511427037248;0,274162209322683;0,473297220496816;0,996050453450709;0,00562077118848887;0,94852316976883;0,694732997940689;0,961291505993453;0,60372851663923;0,946382979557303;0,685006357291261;0,520825392674284;0,429249729579496;0,238552088098176;0,906161651547309;0,511226563553854
"66";0,999637383090189;0,788393003110317;0,669592603563469;0,999997732619574;0,987336518751048;0,81934992305153;0,93985830543115;0,999690123721055;0,0938771314692442;0,996302012468058;0,964696300089281;0,997894158199555;0,970396308604441;0,993978860960861;0,977730821485916;0,934604231798628;0,87490111482037;0,726806040874331;0,994680845254068;0,944205267731813
"67";0,988207810678656;0,134284992922467;0,0521064322116108;0,999924012454491;0,723024384783956;0,209513920439956;0,374267432531256;0,99433026924649;0,00372047988523175;0,926317774499317;0,614933881539814;0,942239612119867;0,495912690676726;0,927717543871829;0,586270547373239;0,429513362013717;0,353719413506157;0,187626226805366;0,863571923181503;0,4129369594811
"68";0,968827539152138;0,0591782615445341;0,0193558797206687;0,999794047522233;0,498757423939432;0,105817343849182;0,191476316243346;0,987132038734925;0,00145149661741034;0,840403264183873;0,416243147409847;0,862399735149918;0,266609969036411;0,861389283508996;0,348342818840531;0,246082146440207;0,20979913915117;0,103450831011037;0,707630610654499;0,221850991839594
"69";0,917942315350573;0,0242202476059736;0,00682452318829546;0,999424880646221;0,269224238187898;0,0490384706567274;0,0835623787881763;0,97035141921372;0,000549629964594994;0,68238288765094;0,237060375263146;0,700547421706073;0,115323853935048;0,746440978771776;0,163740728811762;0,121252461196844;0,11191024546808;0,0534363046440943;0,473403787510509;0,101083657323484
"70";0,995990811133458;0,294271584499816;0,144449785680506;0,999974514290667;0,882484017599946;0,390677812920586;0,622712981410246;0,997700611676725;0,0103899090453047;0,970253364156704;0,794369572418576;0,978957859787526;0,745419237225685;0,96599737999631;0,804810231701896;0,65290067843986;0,547310055202292;0,330650390510706;0,947773576851481;0,654196750926073
"71";0,952524982077687;0,0405260610429118;0,0124055538324569;0,999680259482005;0,394004297188491;0,0765649797893825;0,13596393711624;0,981571229829793;0,000957712923385598;0,781986288284699;0,333150556118525;0,804287169791435;0,189827023595325;0,81859845953171;0,257984944240549;0,184165945087888;0,161743615198179;0,0783027476990577;0,612951276454858;0,160655549850936
"72";0,752175009236195;0,00751672643902039;0,0017834831568982;0,997868762899077;0,0938959259759226;0,017544858151261;0,0262536951088265;0,916890093685198;0,00015898095397813;0,40619956221485;0,0971536253079876;0,399363380891278;0,0340025203202093;0,531435880604246;0,0515264369455891;0,0439495039804893;0,0464091832127423;0,0221619354451205;0,2024901952896;0,0331536454124117
"73";0,997542511203711;0,394622063421278;0,218950855904487;0,999984443203583;0,923691838488605;0,488672922450177;0,723062938386068;0,998471775129193;0,0164731212237778;0,980461062887177;0,852029062611505;0,986790042764001;0,82737476832002;0,976007785756796;0,869803559590027;0,739916919564229;0,633649165086822;0,410540494479618;0,966895483093769;0,747358253689411
"74";0,994281260904351;0,231568293910303;0,104580862011277;0,999963515344673;0,841463069852305;0,324191284136451;0,541836030021561;0,996906372082566;0,00742131799886809;0,959756964058261;0,742951162439013;0,970567735897852;0,67175705460445;0,9563023160059;0,743811589747417;0,582029003282278;0,482390632076454;0,277896334270553;0,927750247086535;0,577524828092929
"75";0,78480799507308;0,00887193011714826;0,00215512582104253;0,998227451975009;0,11023115555181;0,0203126183490478;0,031014543403994;0,92783689153391;0,000189323976674396;0,445574761512585;0,111059849368755;0,442506693103674;0,0406058092889738;0,564685770275287;0,0610972491765556;0,0509307402857402;0,0527104841246412;0,0251242725656697;0,232759752665437;0,0389528161185347
"76";0,999770195708296;0,84946916181697;0,764493955746217;0,99999856676304;0,99183684323335;0,867937582747669;0,95988989155758;0,999788138330972;0,137859148728744;0,997518836964387;0,975366613279293;0,998642755037555;0,981066924632604;0,995679462119257;0,985662865570843;0,954527321705548;0,907017960667083;0,785443738052396;0,996575320545744;0,962458956149964
"77";0,63981932168922;0,00463016286537897;0,00102653279731021;0,996353701366321;0,0579856272344514;0,0114217650243223;0,0160844680417393;0,875913144631109;9,55170030688192e-05;0,299505635953876;0,0650887598960326;0,283998395378007;0,020146806189565;0,433947493404919;0,0310912931695208;0,0284395363685365;0,0318791513210056;0,0153416048091228;0,131246497293834;0,0206215416611605
"78";0,990167370842544;0,154933667514575;0,0623128206174622;0,999936826287256;0,75733925303343;0,235319333881267;0,415237468601771;0,995131420459612;0,00442776746237947;0,936590427565799;0,649635734167546;0,951159779981415;0,541910446318879;0,936223769647567;0,62928061525057;0,467784529344188;0,384912965468355;0,208006873371289;0,883225660785536;0,453986199766156
"79";0,0334931632711413;0,000129328179449888;1,76300271110448e-05;0,839217709034546;0,00133709250813955;0,000470544036076001;0,00041327079147906;0,209558239452429;2,25795743772287e-06;0,013339121263185;0,00282896511159487;0,00882345863232831;0,000395201151776407;0,0413125511534708;0,000669250896945564;0,0010600390571819;0,00186123883998302;0,000990759152674402;0,00331578561830445;0,000584049607487452
"80";0,981752089498218;0,0939048149345249;0,0336154145186664;0,999881363641603;0,629155835066159;0,156023620050093;0,283351892366624;0,991817143674789;0,00244385711077208;0,89498023584702;0,526936589906566;0,914085117683022;0,386714936838009;0,902745288981756;0,478263356298205;0,341357414443692;0,283749788776303;0,144853001246098;0,804671592524547;0,319663831843081
"81";0,988404633505188;0,136096879096259;0,0529819271833369;0,999925302341673;0,726328445803771;0,211816087556027;0,378000303896563;0,994409748268922;0,00378101435813396;0,927331120464159;0,618206839551457;0,943127042274175;0,500185953315144;0,928548168054753;0,590324770064967;0,433033148565035;0,356563981829948;0,189449115728238;0,865505032742923;0,4167008741172
"82";0,992557632553915;0,191424566514916;0,0815735332614237;0,999952369479076;0,803972386328664;0,278856114654176;0,480022511129881;0,996143988014574;0,00577633020831072;0,949745661036106;0,699686193179621;0,962314095504232;0,610637961237847;0,947443851720143;0,691095232749331;0,526891637334765;0,434414520042058;0,242239461987841;0,90851359526692;0,517790651280167
