5.0,6.0,0.18795949191986883
5.0,6.0,0.07319668204154105
5.0,6.0,0.22390670307394694
5.0,6.0,0.026998216688438825
5.0,6.0,0.04767992394430878
5.0,6.0,0.2489223282531534
5.0,6.0,0.001
5.0,6.0,0.3478427107722246
5.0,6.0,0.3258714043062662
5.0,6.0,0.2229382385217214
5.0,6.0,0.2061327766750154
5.0,6.0,0.15468683169295266
5.0,6.0,0.27908142802540853
5.0,6.0,0.001
5.0,6.0,0.1245602018249265
5.0,6.0,0.06089703420068024
5.0,6.0,0.11279774584557375
5.0,6.0,0.38772604891997253
5.0,6.0,0.2769131297288906
5.0,6.0,0.001
